A_new,T1,T2,T3,T4,T5,X1,X2,X3,X4,X5,X6,Y1,Y2,Y3,Y4,Y5,Y6,B,C,D
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,248,632,832,1057,1291,0.826944444,0.827407407,0.529074074,0.530740741,0.506574074,0.506111111,0.414567901,0.410246914,0.544814815,0.358888889,0.612839506,0.372716049,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,403,1151,1395,1779,2129,0.198518519,0.217777778,0.175277778,0.841018519,0.139444444,0.833703704,0.393580247,0.379135802,0.171604938,0.151975309,0.14691358,0.177283951,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,202,603,803,1020,1228,0.498981481,0.528796296,0.177777778,0.522222222,0.131851852,0.496296296,0.785679012,0.779135802,0.165061728,0.18382716,0.188888889,0.163580247,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,211,763,1212,1696,2958,0.872314815,0.87962963,0.194537037,0.8425,0.190925926,0.87037037,0.175925926,0.187530864,0.578765432,0.382098765,0.58962963,0.382098765,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,212,959,1246,1496,1713,0.521944444,0.532222222,0.86037037,0.517777778,0.879907407,0.503425926,0.210617284,0.191111111,0.410987654,0.59617284,0.370493827,0.578765432,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,228,545,771,1013,1238,0.164537037,0.17212963,0.5625,0.819351852,0.459444444,0.832962963,0.584567901,0.578148148,0.595432099,0.592592593,0.612839506,0.588888889,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,187,579,913,1138,1389,0.830092593,0.816666667,0.535925926,0.190462963,0.518796296,0.171388889,0.591851852,0.58962963,0.586049383,0.584567901,0.591851852,0.576666667,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,219,470,753,987,1245,0.851574074,0.846481481,0.864722222,0.828888889,0.830092593,0.831574074,0.391481481,0.381358025,0.551358025,0.144814815,0.539753086,0.159259259,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,151,577,769,911,1521,0.832314815,0.829074074,0.498333333,0.786851852,0.484351852,0.840833333,0.424074074,0.410987654,0.62,0.60345679,0.609259259,0.583209877,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,168,360,485,585,719,0.522962963,0.52,0.165740741,0.81787037,0.156759259,0.814722222,0.180246914,0.132469136,0.230123457,0.16654321,0.248271605,0.163580247,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,163,463,803,1039,1281,0.816851852,0.826944444,0.491203704,0.177037037,0.513425926,0.172592593,0.599135802,0.606296296,0.184567901,0.608518519,0.202716049,0.604814815,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,162,362,571,788,971,0.467314815,0.505648148,0.858425926,0.151111111,0.844259259,0.175092593,0.163580247,0.176666667,0.130987654,0.186049383,0.180246914,0.178765432,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,161,420,603,787,962,0.526851852,0.503703704,0.818333333,0.501944444,0.781481481,0.496111111,0.816790123,0.815308642,0.364691358,0.421851852,0.413209877,0.395061728,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,162,371,555,755,1189,0.518333333,0.523425926,0.529074074,0.804907407,0.496111111,0.83787037,0.80962963,0.79,0.188888889,0.364691358,0.188888889,0.331481481,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,137,404,629,821,1014,0.518518519,0.512962963,0.846481481,0.829351852,0.845740741,0.845740741,0.59691358,0.60345679,0.168641975,0.609876543,0.157037037,0.614320988,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,179,430,613,805,1030,0.838611111,0.8225,0.175740741,0.16037037,0.177777778,0.181851852,0.203333333,0.193209877,0.178024691,0.575185185,0.192592593,0.625061728,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,128,579,678,787,896,0.468981481,0.47462963,0.171851852,0.830833333,0.177222222,0.841574074,0.223580247,0.192592593,0.614938272,0.565061728,0.594691358,0.612839506,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,148,282,700,874,1067,0.907222222,0.871111111,0.15287037,0.159166667,0.096666667,0.143518519,0.19037037,0.201975309,0.209876543,0.579506173,0.139753086,0.670740741,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,135,386,611,912,1128,0.510462963,0.491666667,0.1475,0.92212963,0.190185185,0.829351852,0.830617284,0.836296296,0.409506173,0.377037037,0.387901235,0.385679012,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,169,336,511,703,870,0.112777778,0.095185185,0.511481481,0.13962963,0.548333333,0.170185185,0.23382716,0.198271605,0.563580247,0.617160494,0.568024691,0.575925926,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,152,287,463,580,714,0.469722222,0.471944444,0.155740741,0.543425926,0.172592593,0.560092593,0.853182309,0.834843581,0.130097087,0.62373247,0.229341963,0.603559871,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,122,581,807,17287,17553,0.542962963,0.542685185,0.832777778,0.816851852,0.846203704,0.845925926,0.798765432,0.795802469,0.201975309,0.669259259,0.18382716,0.593950617,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,135,360,1118,1360,1594,0.08962963,0.173611111,0.896481481,0.488796296,0.853981481,0.51537037,0.180246914,0.133209877,0.16654321,0.577407407,0.161481481,0.609259259,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,161,262,445,629,745,0.516574074,0.517777778,0.146759259,0.228055556,0.143518519,0.209722222,0.586790123,0.592592593,0.627283951,0.398024691,0.646049383,0.374074074,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,188,422,915,1122,1298,0.552222222,0.52,0.507037037,0.142314815,0.500462963,0.158703704,0.799506173,0.778518519,0.358148148,0.630864198,0.38345679,0.606296296,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,162,270,488,688,880,0.526851852,0.510462963,0.161666667,0.143333333,0.181388889,0.170185185,0.395061728,0.398641975,0.59617284,0.344444444,0.580246914,0.309753086,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,205,413,573,722,881,0.802777778,0.83962963,0.483425926,0.50537037,0.492222222,0.560277778,0.354567901,0.413950617,0.408765432,0.112962963,0.379135802,0.12308642,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,152,386,544,711,853,0.857407407,0.845740741,0.487037037,0.508055556,0.488796296,0.525648148,0.348024691,0.371975309,0.352345679,0.151975309,0.388518519,0.167901235,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,138,255,364,448,547,0.506388889,0.507592593,0.173611111,0.781481481,0.177962963,0.810092593,0.599753086,0.627283951,0.593950617,0.413950617,0.59617284,0.358888889,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,161,311,478,646,796,0.181388889,0.187962963,0.860092593,0.838333333,0.85787037,0.849166667,0.397283951,0.373333333,0.180246914,0.354567901,0.179506173,0.362469136,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,162,379,588,763,981,0.813240741,0.815185185,0.167685185,0.55787037,0.186018519,0.583703704,0.602716049,0.609259259,0.186790123,0.416790123,0.174444444,0.442839506,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,173,248,373,490,641,0.482685185,0.512407407,0.152314815,0.520277778,0.151574074,0.482407407,0.578765432,0.554938272,0.352345679,0.36617284,0.355308642,0.427654321,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,253,653,1130,1346,1563,0.155740741,0.145462963,0.507777778,0.836388889,0.513148148,0.849351852,0.643950617,0.620740741,0.554197531,0.604814815,0.568024691,0.569382716,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,136,329,999,1197,1381,0.444351852,0.483425926,0.525648148,0.853981481,0.449722222,0.809814815,0.388518519,0.403703704,0.824814815,0.586790123,0.818271605,0.583209877,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,163,372,513,680,822,0.838148148,0.820833333,0.53,0.53787037,0.510462963,0.516388889,0.558518519,0.593950617,0.60345679,0.379876543,0.58382716,0.402345679,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,160,519,879,1145,1404,0.509722222,0.52537037,0.489722222,0.801481481,0.482685185,0.791296296,0.837777778,0.791481481,0.184567901,0.595432099,0.225061728,0.605555556,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,121,312,472,638,797,0.151851852,0.183796296,0.507777778,0.161851852,0.453888889,0.142592593,0.370493827,0.378395062,0.382839506,0.202716049,0.404444444,0.195432099,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,175,350,567,809,1101,0.494907407,0.52,0.168703704,0.151574074,0.161666667,0.158981481,0.65691358,0.630123457,0.620740741,0.369753086,0.601975309,0.346666667,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,146,304,412,538,688,0.506388889,0.510740741,0.836388889,0.524907407,0.826944444,0.515648148,0.393580247,0.388518519,0.124567901,0.564320988,0.16654321,0.583209877,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,221,421,554,705,873,0.150833333,0.153518519,0.892777778,0.176018519,0.84962963,0.149444444,0.601975309,0.604197531,0.170864198,0.346666667,0.180246914,0.347283951,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,138,304,480,655,830,0.916759259,0.87037037,0.864537037,0.827592593,0.837685185,0.813518519,0.429135802,0.418271605,0.125308642,0.617160494,0.125925926,0.637407407,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,170,304,396,529,604,0.88962963,0.862037037,0.102314815,0.84962963,0.107685185,0.841574074,0.545555556,0.563580247,0.188888889,0.387160494,0.187530864,0.363950617,0,5,1
8764c94df88e6f956084961070c95d5f102696d2bc8bfdfd351904c896a455af,128,278,596,704,796,0.506388889,0.521018519,0.115740741,0.502222222,0.116481481,0.515833333,0.580987654,0.57308642,0.171604938,0.192592593,0.181728395,0.185308642,0,5,1
9b385759ecb78981a4b97ede69b82888f13bc4f96c324de288d704af89fb21f5,217,818,1118,1427,1652,0.529672897,0.510046729,0.15817757,0.168925234,0.157242991,0.880841121,0.689818182,0.676363636,0.641454545,0.196363636,0.419636364,0.155272727,1,2,1
9b385759ecb78981a4b97ede69b82888f13bc4f96c324de288d704af89fb21f5,258,868,1177,1485,1961,0.532009346,0.535747664,0.527336449,0.915186916,0.863785047,0.200233645,0.638909091,0.660727273,0.374545455,0.357818182,0.115272727,0.361454545,1,2,1
9b385759ecb78981a4b97ede69b82888f13bc4f96c324de288d704af89fb21f5,272,759,1093,1368,1635,0.562383178,0.562383178,0.173598131,0.510981308,0.843457944,0.848831776,0.434181818,0.369818182,0.645090909,0.648727273,0.623272727,0.139636364,1,2,1
9b385759ecb78981a4b97ede69b82888f13bc4f96c324de288d704af89fb21f5,567,1068,1460,1777,2060,0.114485981,0.10911215,0.137850467,0.845794393,0.140186916,0.838785047,0.106514658,0.081433225,0.370358306,0.369055375,0.624429967,0.617915309,1,2,1
9b385759ecb78981a4b97ede69b82888f13bc4f96c324de288d704af89fb21f5,208,525,943,1594,2102,0.533411215,0.525700935,0.872196262,0.863785047,0.526401869,0.144859813,0.660727273,0.643636364,0.339636364,0.603636364,0.4,0.115272727,1,2,1
9b385759ecb78981a4b97ede69b82888f13bc4f96c324de288d704af89fb21f5,291,852,1226,1552,1844,0.126168224,0.118457944,0.142523364,0.824065421,0.140186916,0.828738318,0.117263844,0.093485342,0.345276873,0.398371336,0.617915309,0.627687296,1,2,1
9b385759ecb78981a4b97ede69b82888f13bc4f96c324de288d704af89fb21f5,241,534,800,1034,1493,0.528037383,0.519392523,0.112149533,0.85911215,0.10817757,0.527336449,0.878909091,0.849818182,0.594181818,0.105454545,0.388,0.652363636,1,2,1
78951429b19c6722b9bb019c0d18647295ed0b83e9966f613e640d5c3136af5a,1641,2243,2731,3103,3341,0.197222222,0.184722222,0.490277778,0.529166667,0.852777778,0.875,0.375925926,0.161111111,0.207407407,0.575925926,0.4,0.164814815,0,3,1
78951429b19c6722b9bb019c0d18647295ed0b83e9966f613e640d5c3136af5a,2055,2441,3311,4183,4702,0.505555556,0.198611111,0.219444444,0.555555556,0.840277778,0.220833333,0.8,0.187037037,0.612962963,0.622222222,0.598148148,0.37962963,0,3,1
78951429b19c6722b9bb019c0d18647295ed0b83e9966f613e640d5c3136af5a,900,1374,2217,2596,3056,0.5125,0.85,0.166666667,0.854166667,0.831944444,0.1625,0.424074074,0.42962963,0.42037037,0.242592593,0.62037037,0.640740741,0,3,1
78951429b19c6722b9bb019c0d18647295ed0b83e9966f613e640d5c3136af5a,863,1259,2113,2511,3599,0.831944444,0.518055556,0.836111111,0.147222222,0.855555556,0.551388889,0.424074074,0.812962963,0.603703704,0.185185185,0.164814815,0.412962963,0,3,1
78951429b19c6722b9bb019c0d18647295ed0b83e9966f613e640d5c3136af5a,688,1125,1870,2186,2553,0.120833333,0.890277778,0.519444444,0.877777778,0.858333333,0.127777778,0.618518519,0.166666667,0.175925926,0.381481481,0.594444444,0.196296296,0,3,1
78951429b19c6722b9bb019c0d18647295ed0b83e9966f613e640d5c3136af5a,915,1700,2585,3287,3539,0.865277778,0.155555556,0.505555556,0.870833333,0.520833333,0.154166667,0.351851852,0.190740741,0.811111111,0.564814815,0.390740741,0.627777778,0,3,1
78951429b19c6722b9bb019c0d18647295ed0b83e9966f613e640d5c3136af5a,430,892,1536,2367,2742,0.154166667,0.472222222,0.8375,0.508333333,0.158333333,0.533333333,0.374074074,0.407407407,0.6,0.181481481,0.627777778,0.814814815,0,3,1
07361e134e7d4770ddb697bf7ab6d44f6486995d8beed1bdf5c4a05ff5c251ab,580,2102,2818,3576,4489,0.505833333,0.516203704,0.5,0.825,0.519351852,0.497592593,0.154665203,0.167178924,0.780131723,0.362897914,0.148408342,0.805268935,0,6,0
07361e134e7d4770ddb697bf7ab6d44f6486995d8beed1bdf5c4a05ff5c251ab,288,829,1228,1656,2133,0.193518519,0.200925926,0.504537037,0.487592593,0.200185185,0.499814815,0.585969388,0.568622449,0.186352041,0.602295918,0.572066327,0.190816327,0,6,0
07361e134e7d4770ddb697bf7ab6d44f6486995d8beed1bdf5c4a05ff5c251ab,572,1318,2118,2878,3625,0.803611111,0.794259259,0.508703704,0.490462963,0.806203704,0.498148148,0.614795918,0.588137755,0.807653061,0.173469388,0.591071429,0.812244898,0,6,0
