A_new,T1,T2,T3,T4,T5,X1,X2,X3,X4,X5,X6,Y1,Y2,Y3,Y4,Y5,Y6,B,C,D
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,410,628,1080,1306,1413,0.51974359,0.492307692,0.525641026,0.142820513,0.512051282,0.499230769,0.343145161,0.90766129,0.411693548,0.071774194,0.606854839,0.612096774,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,384,628,803,1280,1405,0.122307692,0.160769231,0.133333333,0.835897436,0.48025641,0.479487179,0.058467742,0.280241935,0.0625,0.306854839,0.885080645,0.890322581,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,260,460,728,903,1036,0.878717949,0.522307692,0.856410256,0.160769231,0.150512821,0.153846154,0.643145161,0.12016129,0.564919355,0.35,0.050403226,0.094758065,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,359,527,970,1222,1337,0.51974359,0.157179487,0.518717949,0.875128205,0.160769231,0.154615385,0.074596774,0.331048387,0.089112903,0.075806452,0.6375,0.633467742,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,344,348,485,710,861,0.535897436,0.509487179,0.549487179,0.168461538,0.158974359,0.153846154,0.151209677,0.414516129,0.139112903,0.306854839,0.578629032,0.589112903,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,343,586,770,1122,1237,0.850512821,0.515384615,0.846923077,0.126410256,0.823076923,0.830769231,0.389112903,0.058467742,0.386290323,0.068951613,0.680645161,0.660483871,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,217,443,920,1388,1505,0.160769231,0.127435897,0.164871795,0.893076923,0.53,0.523076923,0.578629032,0.070564516,0.591935484,0.390322581,0.12016129,0.127016129,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,694,895,1036,1372,1530,0.441025641,0.194871795,0.425641026,0.831538462,0.848717949,0.852051282,0.116129032,0.362096774,0.063709677,0.566532258,0.074596774,0.118951613,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,257,418,661,862,986,0.130769231,0.184615385,0.117948718,0.516153846,0.524871795,0.533333333,0.1,0.65766129,0.0625,0.358064516,0.651209677,0.645564516,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,236,308,485,651,794,0.14025641,0.496666667,0.153846154,0.171025641,0.524871795,0.495641026,0.608856089,0.084870849,0.626199262,0.319926199,0.881918819,0.886715867,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,355,361,837,1071,1212,0.13,0.527435897,0.128974359,0.149487179,0.507692308,0.503333333,0.078629032,0.636290323,0.081048387,0.629435484,0.093145161,0.095967742,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,327,334,560,1154,1296,0.864871795,0.136666667,0.852051282,0.491538462,0.842820513,0.841025641,0.324596774,0.335080645,0.366129032,0.237096774,0.632258065,0.62016129,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,317,669,1364,1665,1814,0.852051282,0.144358974,0.841794872,0.564102564,0.165897436,0.190512821,0.616129032,0.143145161,0.62016129,0.843145161,0.609274194,0.578629032,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,259,400,1012,1280,1395,0.507692308,0.161538462,0.51974359,0.876923077,0.156410256,0.153846154,0.028629032,0.296370968,0.121370968,0.374193548,0.632258065,0.631048387,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,293,1197,1749,1924,2041,0.877692308,0.468461538,0.897435897,0.182820513,0.162307692,0.158205128,0.345967742,0.863306452,0.289516129,0.12016129,0.405241935,0.443951613,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,250,484,1117,1501,1651,0.535128205,0.858205128,0.497435897,0.147948718,0.894871795,0.886410256,0.101209677,0.1375,0.106854839,0.639112903,0.341935484,0.351209677,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,250,255,417,650,801,0.152051282,0.524871795,0.146923077,0.493076923,0.144358974,0.139230769,0.618819188,0.878228782,0.638376384,0.607749077,0.094833948,0.098523985,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,233,317,567,1301,1451,0.868461538,0.832564103,0.864102564,0.156410256,0.15974359,0.155641026,0.348790323,0.618951613,0.385080645,0.110887097,0.628225806,0.635080645,1,2,0
999a4dc575f3473fabd553dcac2c4189510b19d0cc912d0501b8ad64cdf67736,250,260,467,717,850,0.551282051,0.123076923,0.537692308,0.149487179,0.532564103,0.524871795,0.331048387,0.593145161,0.378225806,0.339112903,0.040725806,0.071774194,1,2,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,132,248,382,474,623,0.492037037,0.126296296,0.495462963,0.130925926,0.475,0.128703704,0.41092832,0.187426557,0.413983549,0.193537015,0.40493537,0.191304348,0,3,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,149,260,382,498,640,0.484259259,0.171388889,0.487222222,0.149722222,0.485462963,0.134537037,0.151116334,0.364747356,0.180611046,0.371562867,0.173795535,0.386721504,0,3,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,547,762,937,1104,1270,0.483981481,0.871018519,0.493240741,0.864259259,0.511111111,0.847592593,0.173795535,0.594242068,0.213278496,0.616216216,0.206462985,0.614688602,0,3,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,250,524,816,1133,1433,0.50037037,0.897407407,0.486203704,0.90962963,0.476203704,0.922592593,0.816216216,0.615511163,0.883666275,0.609400705,0.863924794,0.610223267,0,3,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,157,290,407,523,656,0.464444444,0.134351852,0.495740741,0.113796296,0.506018519,0.12287037,0.16501938,0.419282946,0.185077519,0.428682171,0.15629845,0.419282946,0,3,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,157,299,410,532,683,0.843981481,0.502592593,0.847592593,0.507685185,0.844444444,0.517685185,0.608695652,0.154171563,0.618566392,0.181433608,0.628319624,0.186721504,0,3,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,459,938,1325,1766,2234,0.872037037,0.171944444,0.867407407,0.174074074,0.852037037,0.165092593,0.422326675,0.355699177,0.399529965,0.37226792,0.401880141,0.392714454,0,3,0
a43e8b92b4653f3800ecc5c1eaacd9f25118b1621fe16f386dd4c80b061642b0,474,741,1040,1341,1599,0.496944444,0.832962963,0.526944444,0.816111111,0.556574074,0.815185185,0.373795535,0.380611046,0.40787309,0.393537015,0.383666275,0.392714454,0,3,0
d2a66a2cd5f6ebca7275c53f2cfb60b9a4d5e0ee1ccfcefd0720231c69e64d58,1774,2039,2340,3111,3997,0.868611111,0.515648148,0.138425926,0.533981481,0.877685185,0.526111111,0.172150411,0.829494712,0.380846063,0.594007051,0.188484136,0.601175088,0,7,1
d2a66a2cd5f6ebca7275c53f2cfb60b9a4d5e0ee1ccfcefd0720231c69e64d58,430,830,1862,2470,3198,0.20287037,0.851111111,0.873981481,0.510462963,0.188703704,0.513148148,0.416762342,0.637887486,0.423765786,0.860964409,0.435246843,0.838576349,0,7,1
d2a66a2cd5f6ebca7275c53f2cfb60b9a4d5e0ee1ccfcefd0720231c69e64d58,545,939,1483,1958,2368,0.186296296,0.879166667,0.865462963,0.546388889,0.18287037,0.535925926,0.640423032,0.388601645,0.138777908,0.817743831,0.62279671,0.84253819,0,7,1
d2a66a2cd5f6ebca7275c53f2cfb60b9a4d5e0ee1ccfcefd0720231c69e64d58,754,1286,1864,3378,4299,0.518796296,0.850833333,0.531018519,0.121111111,0.509259259,0.158425926,0.595299647,0.616333725,0.140775558,0.189189189,0.624089307,0.20293772,0,7,1
d2a66a2cd5f6ebca7275c53f2cfb60b9a4d5e0ee1ccfcefd0720231c69e64d58,361,680,1125,1871,2354,0.176296296,0.522222222,0.538611111,0.867407407,0.156759259,0.851296296,0.145945946,0.374970623,0.613043478,0.15640423,0.198942421,0.19306698,0,7,1
d2a66a2cd5f6ebca7275c53f2cfb60b9a4d5e0ee1ccfcefd0720231c69e64d58,334,752,1126,1487,1863,0.170185185,0.847407407,0.78712963,0.530740741,0.154537037,0.503888889,0.619506463,0.165569918,0.621504113,0.33960047,0.633254994,0.427262045,0,7,1
d2a66a2cd5f6ebca7275c53f2cfb60b9a4d5e0ee1ccfcefd0720231c69e64d58,989,1346,2170,2777,3305,0.513703704,0.17212963,0.533425926,0.141111111,0.493148148,0.138148148,0.793537015,0.163689777,0.164277321,0.37226792,0.858989424,0.453349001,0,7,1
b8a3bcd833fa6adff627e3ba45fa1e983613d4938c29559d81b81219db3a5e76,760,1284,1775,2359,2600,0.510833333,0.127685185,0.517962963,0.841759259,0.523611111,0.551851852,0.803292181,0.157921811,0.58899177,0.188374486,0.394650206,0.168518519,0,3,1
b8a3bcd833fa6adff627e3ba45fa1e983613d4938c29559d81b81219db3a5e76,758,1090,1973,2338,2696,0.535555556,0.495740741,0.535555556,0.121851852,0.508703704,0.177777778,0.794650206,0.254115226,0.367489712,0.167901235,0.566460905,0.547222222,0,3,1
b8a3bcd833fa6adff627e3ba45fa1e983613d4938c29559d81b81219db3a5e76,320,611,953,1335,1801,0.1775,0.500092593,0.811481481,0.500648148,0.191666667,0.518703704,0.403292181,0.40462963,0.197736626,0.587037037,0.616872428,0.185802469,0,3,1
b8a3bcd833fa6adff627e3ba45fa1e983613d4938c29559d81b81219db3a5e76,499,783,1159,1748,2098,0.49037037,0.512777778,0.861759259,0.511388889,0.839537037,0.516944444,0.84372428,0.423251029,0.21100823,0.202983539,0.556481481,0.602263374,0,3,1
b8a3bcd833fa6adff627e3ba45fa1e983613d4938c29559d81b81219db3a5e76,215,540,839,1914,2246,0.191481481,0.466666667,0.844444444,0.537685185,0.881296296,0.833703704,0.424121094,0.195605469,0.334179688,0.376269531,0.628125,0.181738281,0,3,1
b8a3bcd833fa6adff627e3ba45fa1e983613d4938c29559d81b81219db3a5e76,191,649,1039,1357,2048,0.170462963,0.21,0.811944444,0.502592593,0.846111111,0.191481481,0.379423868,0.185082305,0.379423868,0.837757202,0.61090535,0.623559671,0,3,1
b8a3bcd833fa6adff627e3ba45fa1e983613d4938c29559d81b81219db3a5e76,424,665,1056,1572,1739,0.160925926,0.483796296,0.808333333,0.504074074,0.183148148,0.508148148,0.605555556,0.166563786,0.178497942,0.775411523,0.187757202,0.375411523,0,3,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,1025,1393,1684,1968,2277,0.540533333,0.524533333,0.198133333,0.528,0.188533333,0.515466667,0.658403361,0.841596639,0.013865546,0.417226891,0.050420168,0.31512605,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,567,902,1093,1293,1485,0.110133333,0.867466667,0.134133333,0.889866667,0.122666667,0.874666667,0.294117647,0.582773109,0.60210084,0.075630252,0.557563025,0.050420168,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,519,894,1084,1234,1376,0.526133333,0.587466667,0.504,0.114666667,0.545866667,0.1208,0.403361345,0.915966387,0.18487395,0.336134454,0.118907563,0.352941176,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,431,940,1157,1307,9807,0.850666667,0.541333333,0.1128,0.514666667,0.1368,0.517333333,0.344537815,0.896218487,0.655462185,0.385294118,0.644117647,0.336134454,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,783,1007,1249,1516,1758,0.833866667,0.493333333,0.466666667,0.811466667,0.504,0.858666667,0.600840336,0.354201681,0.130252101,0.114705882,0.159663866,0.081092437,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,532,866,1074,1208,1333,0.875466667,0.101333333,0.1192,0.524533333,0.137866667,0.5432,0.336134454,0.103781513,0.618907563,0.31512605,0.579831933,0.309663866,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,275,534,793,1025,1300,0.1352,0.152,0.8472,0.562666667,0.8568,0.571466667,0.354201681,0.605042017,0.572689076,0.887815126,0.5,0.841596639,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,525,867,1074,1274,1474,0.8712,0.133333333,0.1208,0.890666667,0.137866667,0.867466667,0.595378151,0.612184874,0.31092437,0.107983193,0.319327731,0.10210084,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,500,791,1041,1208,1500,0.08,0.538666667,0.116533333,0.52,0.1288,0.539466667,0.148319328,0.610504202,0.628991597,0.114705882,0.633193277,0.148319328,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,408,701,941,1191,1434,0.609866667,0.203466667,0.198133333,0.515466667,0.211466667,0.467466667,0.651260504,0.138655462,0.66092437,0.318067227,0.687815126,0.295378151,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,1242,1549,1893,2167,2409,0.8472,0.8712,0.8808,0.510133333,0.897866667,0.544,0.578571429,0.318067227,0.113445378,0.12605042,0.106302521,0.072689076,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,365,633,841,1242,1425,0.854133333,0.5048,0.477333333,0.505866667,0.506666667,0.5032,0.376890756,0.58697479,0.089495798,0.345798319,0.079831933,0.328991597,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,473,748,1308,1650,1975,0.532533333,0.161866667,0.505866667,0.875466667,0.5208,0.859466667,0.876890756,0.100840336,0.106302521,0.641596639,0.120588235,0.654201681,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,308,817,1083,1342,1559,0.171466667,0.221333333,0.862133333,0.544,0.868533333,0.512,0.396218487,0.675210084,0.320588235,0.372689076,0.352941176,0.386554622,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,325,492,784,910,1042,0.532533333,0.836533333,0.0952,0.185866667,0.115466667,0.196533333,0.095378151,0.116386555,0.082773109,0.654201681,0.113445378,0.694537815,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,279,406,756,874,990,0.490666667,0.507466667,0.12,0.881866667,0.107466667,0.866666667,0.603781513,0.890756303,0.35,0.007142857,0.323529412,0.030672269,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,517,859,1351,1801,2327,0.884533333,0.220533333,0.212533333,0.584,0.2072,0.549333333,0.590310078,0.41744186,0.062015504,0.870930233,0.046511628,0.985658915,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,323,690,966,1241,1526,0.5368,0.074666667,0.1288,0.122666667,0.133333333,0.125333333,0.347478992,0.082773109,0.662605042,0.33907563,0.644117647,0.264705882,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,651,985,1310,1618,1935,0.233866667,0.878133333,0.864,0.180533333,0.897866667,0.194666667,0.116386555,0.074369748,0.66092437,0.635714286,0.66092437,0.641596639,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,451,674,874,1083,1258,0.532533333,0.564533333,0.549333333,0.116533333,0.5528,0.1528,0.41302521,0.655462185,0.921428571,0.592436975,0.970588235,0.606302521,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,317,1076,1292,1593,1818,0.805333333,0.8472,0.491466667,0.811466667,0.5032,0.8,0.065966387,0.37394958,0.120588235,0.533613445,0.152521008,0.603781513,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,700,1052,1578,1970,2337,0.514666667,0.852533333,0.507466667,0.152,0.514666667,0.180533333,0.155462185,0.357142857,0.633193277,0.198739496,0.642857143,0.171008403,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,952,1510,1768,2069,2310,0.857866667,0.195466667,0.554666667,0.524533333,0.568,0.500533333,0.067226891,0.16512605,0.89789916,0.399159664,0.89789916,0.390756303,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,298,515,674,799,966,0.556533333,0.52,0.12,0.546666667,0.129866667,0.524533333,0.816386555,0.364285714,0.361344538,0.66092437,0.403361345,0.663865546,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,525,757,982,1216,1483,0.850666667,0.494133333,0.8472,0.825866667,0.828533333,0.859466667,0.655462185,0.147058824,0.415966387,0.09789916,0.386554622,0.103781513,1,2,1
f614f633820724d0959f5ebe691b8603f8a476cb1d3f7f05b7ada7eb61378be4,332,651,816,983,1133,0.116533333,0.9112,0.464,0.851466667,0.467466667,0.844533333,0.061764706,0.050420168,0.383613445,0.441176471,0.320588235,0.406302521,1,2,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,353,577,935,1159,1450,0.485833333,0.160925926,0.164814815,0.54712963,0.526111111,0.118888889,0.405170388,0.582021152,0.566039953,0.368037603,0.390599295,0.61586369,0,5,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,314,538,913,1121,1379,0.824444444,0.500277778,0.504351852,0.836666667,0.821296296,0.472407407,0.604582844,0.81386604,0.801175088,0.599882491,0.618566392,0.806580494,0,5,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,245,437,736,936,1186,0.190185185,0.500462963,0.519074074,0.140648148,0.15037037,0.498981481,0.564747356,0.380611046,0.364747356,0.575323149,0.576028202,0.378025852,0,5,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,758,971,1587,1804,2162,0.80787037,0.504907407,0.511481481,0.8225,0.831296296,0.455833333,0.60320442,0.364530387,0.377569061,0.635690608,0.626850829,0.393259669,0,5,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,288,496,972,1162,1403,0.188703704,0.171666667,0.161388889,0.169444444,0.169722222,0.160185185,0.59878453,0.411381215,0.378232044,0.632486188,0.615690608,0.38640884,0,5,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,445,661,1270,1477,1902,0.775648148,0.177777778,0.160925926,0.823518519,0.843518519,0.134722222,0.181316099,0.378613396,0.389306698,0.144770858,0.155346651,0.374030552,0,5,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,329,554,897,1120,1377,0.164814815,0.180925926,0.167962963,0.173333333,0.178425926,0.1775,0.600587544,0.156756757,0.148766157,0.643713278,0.585898942,0.136780259,0,5,1
d3f359efe16616ecafd5edc71ce556a14ed72198c838536991a17ef151e6b102,420,652,1118,1334,1617,0.512222222,0.141851852,0.145,0.5225,0.499537037,0.174074074,0.834364641,0.368839779,0.380773481,0.858121547,0.822430939,0.352044199,0,5,1
c3a5305f970fa044dc63f9c5e9d5c2637d041d39ec8d882e80670a56a65c245b,817,1109,1249,1466,1617,0.858666667,0.1288,0.497866667,0.499466667,0.497866667,0.5048,0.357142857,0.343277311,0.088235294,0.134453782,0.372689076,0.404621849,1,3,1
c3a5305f970fa044dc63f9c5e9d5c2637d041d39ec8d882e80670a56a65c245b,374,691,892,1125,1308,0.861333333,0.5352,0.123466667,0.1288,0.870133333,0.861333333,0.387815126,0.621848739,0.08697479,0.106302521,0.106302521,0.141596639,1,3,1
c3a5305f970fa044dc63f9c5e9d5c2637d041d39ec8d882e80670a56a65c245b,216,892,1050,1242,1409,0.505866667,0.814133333,0.531466667,0.52,0.500533333,0.516533333,0.147058824,0.127310924,0.862605042,0.820588235,0.65,0.59789916,1,3,1
c3a5305f970fa044dc63f9c5e9d5c2637d041d39ec8d882e80670a56a65c245b,266,516,691,1558,1724,0.137866667,0.834666667,0.822133333,0.832,0.158133333,0.1608,0.149609375,0.403515625,0.662890625,0.6015625,0.33203125,0.338671875,1,3,1
c3a5305f970fa044dc63f9c5e9d5c2637d041d39ec8d882e80670a56a65c245b,239,332,474,783,932,0.525333333,0.149333333,0.537866667,0.541333333,0.843466667,0.846133333,0.352941176,0.305462185,0.567226891,0.595378151,0.400420168,0.399159664,1,3,1
c3a5305f970fa044dc63f9c5e9d5c2637d041d39ec8d882e80670a56a65c245b,182,883,1032,1367,1540,0.828533333,0.1432,0.832,0.8248,0.540533333,0.529866667,0.078571429,0.320588235,0.575630252,0.585294118,0.809663866,0.823529412,1,3,1
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,567,1295,1705,2106,2499,0.17037037,0.505092593,0.8225,0.184351852,0.518055556,0.17212963,0.319450801,0.605949657,0.383066362,0.355720824,0.800228833,0.612356979,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,385,1038,1431,2192,2510,0.798333333,0.498981481,0.100833333,0.75,0.845740741,0.431851852,0.405052879,0.552173913,0.360517039,0.412220917,0.170857814,0.160987074,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,392,1910,2350,2675,2918,0.822222222,0.486851852,0.15962963,0.835185185,0.500462963,0.498796296,0.365804935,0.80787309,0.151821387,0.323266745,0.565922444,0.374970623,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,353,805,1390,1599,1816,0.53537037,0.209259259,0.18212963,0.507314815,0.488796296,0.167222222,0.603172738,0.576380729,0.20293772,0.600587544,0.146650999,0.386721504,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,1157,2852,3106,3466,3659,0.806388889,0.18287037,0.171666667,0.824259259,0.499537037,0.487037037,0.18519389,0.197649824,0.391304348,0.160987074,0.569800235,0.165569918,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,259,644,921,1347,1606,0.850092593,0.83962963,0.536388889,0.846666667,0.20287037,0.511481481,0.374970623,0.599294947,0.572502938,0.378143361,0.211398355,0.232314924,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,937,2019,2339,3043,3335,0.85037037,0.47462963,0.528055556,0.838888889,0.166481481,0.511481481,0.56333725,0.153113984,0.807285546,0.614923619,0.581551116,0.617626322,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,280,1245,1786,2413,2831,0.833518519,0.829074074,0.496574074,0.816203704,0.149166667,0.501018519,0.594712103,0.396474736,0.798119859,0.597297297,0.392596945,0.576380729,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,526,987,1413,1622,1923,0.521481481,0.522222222,0.810833333,0.519814815,0.497777778,0.188240741,0.80199765,0.221856639,0.181316099,0.760164512,0.370975323,0.183901293,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,307,1322,1561,1812,2088,0.527592593,0.200925926,0.804722222,0.519259259,0.816666667,0.520462963,0.560634548,0.439012926,0.618918919,0.62279671,0.370975323,0.856991774,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,332,632,1068,1368,1881,0.519814815,0.511759259,0.511944444,0.519074074,0.194074074,0.821018519,0.797025172,0.372311213,0.604118993,0.823226545,0.408581236,0.645537757,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,692,2277,2680,3081,3409,0.832777778,0.174814815,0.816388889,0.832037037,0.498333333,0.141111111,0.605757932,0.196944771,0.169565217,0.59800235,0.780493537,0.356639248,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,277,1007,1457,1674,1876,0.836666667,0.848611111,0.174074074,0.839814815,0.509074074,0.485833333,0.359811986,0.172737955,0.23760282,0.371680376,0.403055229,0.66733255,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,541,1504,1735,2144,2354,0.512222222,0.175740741,0.540740741,0.520277778,0.173611111,0.443888889,0.550881316,0.373560517,0.77520564,0.598589894,0.15840188,0.190481786,0,4,0
3ef4bceff8242df84dc89e92cd14d1178beadccffb366f6eb1f7f61570368511,479,1064,1667,2533,2845,0.154259259,0.142777778,0.497777778,0.148703704,0.482685185,0.841759259,0.37626322,0.598589894,0.381433608,0.384723854,0.820329025,0.594712103,0,4,0
20323645f962d49d679568a5e2c7bd3407f6683214c9109ad5e2ff5116077b34,497,651,1027,1377,1626,0.510133333,0.481866667,0.498666667,0.510133333,0.510133333,0.512,0.342248062,0.109689922,0.825581395,0.089147287,0.61124031,0.815116279,1,4,1
20323645f962d49d679568a5e2c7bd3407f6683214c9109ad5e2ff5116077b34,785,1486,1879,2237,2672,0.514666667,0.518133333,0.5128,0.5208,0.5208,0.5032,0.364341085,0.087984496,0.829457364,0.118992248,0.667829457,0.839922481,1,4,1
20323645f962d49d679568a5e2c7bd3407f6683214c9109ad5e2ff5116077b34,457,951,1360,1703,2078,0.140533333,0.488,0.1528,0.482666667,0.4728,0.149333333,0.576890756,0.076890756,0.331932773,0.100840336,0.639915966,0.345798319,1,4,1
20323645f962d49d679568a5e2c7bd3407f6683214c9109ad5e2ff5116077b34,501,826,1185,1661,2112,0.460533333,0.8088,0.148533333,0.841866667,0.492533333,0.158133333,0.079831933,0.124789916,0.361344538,0.117647059,0.852941176,0.400420168,1,4,1
20323645f962d49d679568a5e2c7bd3407f6683214c9109ad5e2ff5116077b34,501,912,1321,1797,2214,0.1608,0.814133333,0.483466667,0.832,0.139466667,0.505866667,0.131512605,0.107983193,0.85,0.082773109,0.365546218,0.893697479,1,4,1
20323645f962d49d679568a5e2c7bd3407f6683214c9109ad5e2ff5116077b34,484,733,950,1394,1719,0.810666667,0.488,0.478133333,0.513866667,0.102133333,0.474666667,0.096638655,0.628991597,0.378151261,0.648319328,0.085294118,0.351680672,1,4,1
782bf068dc8e4ae215daabed245c2c0d5ac0798552d1a8d7a7abf883f7235064,301,567,818,1027,1192,0.517948718,0.187179487,0.531538462,0.483846154,0.828205128,0.836666667,0.943951613,0.394354839,0.902419355,0.366129032,0.395564516,0.395564516,1,1,1
782bf068dc8e4ae215daabed245c2c0d5ac0798552d1a8d7a7abf883f7235064,205,291,826,1385,1543,0.165897436,0.525641026,0.151282051,0.858205128,0.526410256,0.515384615,0.36733871,0.109274194,0.317741935,0.6375,0.58266129,0.563709677,1,1,1
782bf068dc8e4ae215daabed245c2c0d5ac0798552d1a8d7a7abf883f7235064,467,727,1061,1270,1419,0.514615385,0.834102564,0.528974359,0.128974359,0.136666667,0.132564103,0.1,0.371370968,0.106854839,0.328629032,0.078629032,0.091935484,1,1,1
